time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.emb.count,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.input_layernorm.count,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_pre_proj.count,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_rope.count,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.attn_post_proj.count,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.post_attention_layernorm.count,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_up_proj.count,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_act.count,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.mlp_down_proj.count,time_stats.share_expert_up_proj.min,time_stats.share_expert_up_proj.max,time_stats.share_expert_up_proj.mean,time_stats.share_expert_up_proj.median,time_stats.share_expert_up_proj.std,time_stats.share_expert_up_proj.count,time_stats.share_expert_act.min,time_stats.share_expert_act.max,time_stats.share_expert_act.mean,time_stats.share_expert_act.median,time_stats.share_expert_act.std,time_stats.share_expert_act.count,time_stats.share_expert_down_proj.min,time_stats.share_expert_down_proj.max,time_stats.share_expert_down_proj.mean,time_stats.share_expert_down_proj.median,time_stats.share_expert_down_proj.std,time_stats.share_expert_down_proj.count,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,use_qk_norm,attn_output_gate,num_tokens,num_tensor_parallel_workers,padded_n_embd,padded_n_expanded_embd,model_arch,model_architecture_profile,share_expert_dim,share_q_dim,measurement_type,profiling_precision,quant_signature
0.014431999996304512,0.04278400167822838,0.01672320005018264,0.0161920003592968,0.00456807051727332,40.0,0.22012799978256226,0.26316800713539124,0.22408960089087487,0.2220960035920143,0.009030538707329304,20.0,0.02070399932563305,0.07295999675989151,0.04675360023975372,0.0467039979994297,0.0257418579693196,40,0.09004800021648407,0.21561600267887115,0.0971791997551918,0.09091199934482574,0.027176798818048308,20,0.04831999912858009,0.06924799829721451,0.04971359986811876,0.04867200180888176,0.004488465626390224,20,0.22297599911689758,0.2545599937438965,0.22590879946947098,0.22388800233602524,0.0066779033893936066,20.0,0.47360000014305115,0.47577598690986633,0.47486079931259156,0.4749919921159744,0.0006488480458656603,20,0.09337600320577621,0.09520000219345093,0.09461760073900223,0.09484799951314926,0.0005561555029039113,20,0.22355200350284576,0.2252800017595291,0.2243504010140896,0.22432000190019608,0.0004057150192896216,20,0.12755200266838074,0.12902399897575378,0.12826719880104065,0.12827199697494507,0.0004255247328231159,20,0.024768000468611717,0.02611199952661991,0.025368000008165838,0.025280000641942024,0.00039979192259597063,20,0.0634239986538887,0.06435199826955795,0.06386400125920773,0.06388800218701363,0.0002253393285944778,20,16,16,2048,10944,102400,True,False,False,4096,1,2048,10944,generic,generic,2816,,CUDA_EVENT,BF16,none
0.014783999882638454,0.03779200091958046,0.016724000172689556,0.01635199971497059,0.0036976114557396027,40.0,0.21750399470329285,0.2537280023097992,0.22085600048303605,0.2187040001153946,0.007678012485370971,20.0,0.02022399939596653,0.07238399982452393,0.04585039997473359,0.04580800049006939,0.025236959710932212,40,0.08787199854850769,0.21558399498462677,0.09541439972817897,0.08924800157546997,0.027577919551184688,20,0.04742399975657463,0.07017599791288376,0.048983999714255336,0.047887999564409256,0.0048654191197603615,20,0.21961599588394165,0.24908800423145294,0.22304000034928323,0.22175999730825424,0.006167414772257223,20.0,0.4544000029563904,0.458079993724823,0.45599679797887804,0.455935999751091,0.0008955377643305746,20,0.09196799993515015,0.09417600184679031,0.09353279955685138,0.09374399855732918,0.0006012167919038156,20,0.21910400688648224,0.22303999960422516,0.22075360044836997,0.22064000368118286,0.0007957288600275634,20,0.12732799351215363,0.12860800325870514,0.1279679998755455,0.12803200632333755,0.0003756436567358359,20,0.0244159996509552,0.026048000901937485,0.025092799961566926,0.02489599958062172,0.0004801362216075931,20,0.0623680017888546,0.06377600133419037,0.06310400050133466,0.06307200342416763,0.0003654163301861252,20,16,16,2048,10944,102400,True,False,False,4064,1,2048,10944,generic,generic,2816,,CUDA_EVENT,BF16,none
0.0144640002399683,0.03702399879693985,0.016474399948492646,0.016032000072300434,0.0036305749888618792,40.0,0.2157759964466095,0.24991999566555023,0.21925279945135118,0.21798399835824966,0.007114810968095789,20.0,0.020096000283956528,0.07212799787521362,0.04607279989868403,0.04598400183022022,0.02538801677914111,40,0.0872960016131401,0.19200000166893005,0.09407680071890354,0.08907200023531914,0.022477081079514842,20,0.04745600000023842,0.07123199850320816,0.04913759995251894,0.0480320006608963,0.005073230817136427,20,0.21779200434684753,0.24592000246047974,0.2214096002280712,0.21992000192403793,0.005801790705815018,20.0,0.462911993265152,0.46585598587989807,0.4644943982362747,0.4647359997034073,0.0007564121232007772,20,0.09136000275611877,0.09273599833250046,0.09210400022566319,0.09217600151896477,0.0004560267187648415,20,0.22041599452495575,0.2234880030155182,0.2218191996216774,0.22191999852657318,0.0008390017623087133,20,0.12217599898576736,0.12383999675512314,0.12316160015761853,0.12319999933242798,0.0003843464469832193,20,0.023840000852942467,0.024831999093294144,0.024332799762487412,0.024351999163627625,0.00025866599874669,20,0.06255999952554703,0.06355199962854385,0.06303360015153885,0.06304000318050385,0.0002818172568846677,20,16,16,2048,10944,102400,True,False,False,4032,1,2048,10944,generic,generic,2816,,CUDA_EVENT,BF16,none
0.013887999579310417,0.03824000060558319,0.016256799921393394,0.015824000351130962,0.0038998305738315578,40.0,0.2152000069618225,0.2502079904079437,0.21913280040025712,0.21720000356435776,0.0072968740012076564,20.0,0.02038400061428547,0.07315199822187424,0.046794399991631506,0.04675199929624796,0.025896503236321942,40,0.0880960002541542,0.21107199788093567,0.09561919942498207,0.08963199704885483,0.026496588829962874,20,0.04819199815392494,0.06943999975919724,0.04971359986811876,0.048656001687049866,0.004533446582044867,20,0.21724799275398254,0.2524160146713257,0.22105279937386513,0.21956799924373627,0.007308007076715228,20.0,0.4647679924964905,0.4673919975757599,0.46617440432310103,0.4662560075521469,0.0006561547851560082,20,0.08988799899816513,0.09148799628019333,0.09078879989683628,0.09087999910116196,0.00046606740478321695,20,0.2226880043745041,0.2247679978609085,0.22371039986610414,0.22379200160503387,0.0005582561194903945,20,0.11993599683046341,0.12105599790811539,0.12059679962694644,0.12062400206923485,0.00031341606901079345,20,0.024671999737620354,0.02611199952661991,0.02523360000923276,0.02518399991095066,0.0003684136840604762,20,0.06326399743556976,0.06428799778223038,0.0638080008327961,0.06380800157785416,0.00024787147496313267,20,16,16,2048,10944,102400,True,False,False,4000,1,2048,10944,generic,generic,2816,,CUDA_EVENT,BF16,none
0.013952000066637993,0.0352960005402565,0.016084800101816656,0.015968000516295433,0.0035024841656525847,40.0,0.21376000344753265,0.24739199876785278,0.21700160056352616,0.21512000262737274,0.007072622882300677,20.0,0.020479999482631683,0.07321599870920181,0.04677199968136847,0.0466399984434247,0.025883951875995164,40,0.0883840024471283,0.20684799551963806,0.09566720016300678,0.08983999863266945,0.025514581217761238,20,0.048128001391887665,0.06831999868154526,0.04956000000238418,0.048576001077890396,0.004309555960004298,20,0.21558399498462677,0.24118399620056152,0.21876960173249244,0.21716800332069397,0.005350456524141873,20.0,0.4636479914188385,0.46643200516700745,0.4651407986879349,0.46507199108600616,0.0006332660953191038,20,0.09014400094747543,0.0920960009098053,0.09119520001113415,0.09121600165963173,0.0004981406156041541,20,0.22252799570560455,0.22540800273418427,0.22368320152163507,0.22366400063037872,0.000622718425933748,20,0.12415999919176102,0.1263040006160736,0.1253167986869812,0.12537599354982376,0.0004670541105716179,20,0.02364799939095974,0.025087999179959297,0.024089599959552288,0.024032000452280045,0.00035785665779783366,20,0.06319999694824219,0.06444799900054932,0.06366560012102127,0.06366400048136711,0.0002852277967031462,20,16,16,2048,10944,102400,True,False,False,3968,1,2048,10944,generic,generic,2816,,CUDA_EVENT,BF16,none
0.013344000093638897,0.03711999952793121,0.01586319992784411,0.01564800040796399,0.0038499403397788813,40.0,0.21193599700927734,0.24531200528144836,0.21557600125670434,0.21376000344753265,0.006946941375084233,20.0,0.020447999238967896,0.07353600114583969,0.04691759995184839,0.0467199981212616,0.025844150767565348,40,0.08752000331878662,0.194815993309021,0.09502559974789619,0.0899519994854927,0.022914575995167174,20,0.04841599985957146,0.06755200028419495,0.04965440016239882,0.04870399832725525,0.004110101999099034,20,0.21318399906158447,0.23334400355815887,0.2170032002031803,0.21660800278186798,0.00411524686320359,20.0,0.4645119905471802,0.4679040014743805,0.4656399995088577,0.4655520021915436,0.0008028032588009903,20,0.08828800171613693,0.08991999924182892,0.08921600058674813,0.08926400169730186,0.0004350108984209652,20,0.22220799326896667,0.22473600506782532,0.223574398458004,0.22366400063037872,0.0005521394400629223,20,0.11984000355005264,0.12249600142240524,0.12065760008990764,0.12052800133824348,0.0006466435994554507,20,0.024351999163627625,0.025760000571608543,0.024921599961817264,0.02473600022494793,0.0004632381344399937,20,0.06332799792289734,0.06403200328350067,0.06371200084686279,0.06366400048136711,0.00017730560835019595,20,16,16,2048,10944,102400,True,False,False,3936,1,2048,10944,generic,generic,2816,,CUDA_EVENT,BF16,none
0.013376000337302685,0.037248000502586365,0.015861600008793175,0.01568000018596649,0.0038887860915091375,40.0,0.21030400693416595,0.24633599817752838,0.21350880041718484,0.21134399622678757,0.007640184766995695,20.0,0.020320000126957893,0.0759039968252182,0.04756640018895268,0.04694400168955326,0.026836905820559545,40,0.0873280018568039,0.20678399503231049,0.09513600058853626,0.08934400230646133,0.02562611739393184,20,0.0480320006608963,0.06896000355482101,0.04966080002486706,0.04870399832725525,0.004437847041742234,20,0.21187199652194977,0.23510399460792542,0.21492959782481194,0.21372799575328827,0.004790149319729908,20.0,0.46239998936653137,0.46534401178359985,0.4636767998337746,0.46371200680732727,0.0007258375256850801,20,0.08873599767684937,0.09100800007581711,0.08983680009841918,0.08993599936366081,0.0005805512533604888,20,0.22217600047588348,0.2242880016565323,0.22324159890413284,0.22329599410295486,0.0006152070573425679,20,0.1247360035777092,0.12703999876976013,0.12572639882564546,0.12556800246238708,0.0006528683428278407,20,0.02332800067961216,0.02489599958062172,0.023894399963319303,0.02372800000011921,0.0004491525718747667,20,0.06310400366783142,0.06409599632024765,0.06367840021848678,0.06363200023770332,0.0002792403574910353,20,16,16,2048,10944,102400,True,False,False,3904,1,2048,10944,generic,generic,2816,,CUDA_EVENT,BF16,none
0.013824000023305416,0.0360959991812706,0.015924800047650935,0.015536000020802021,0.0036446477863968977,40.0,0.20707200467586517,0.2423039972782135,0.21133600026369095,0.2094080001115799,0.007250241055497928,20.0,0.020447999238967896,0.07657600194215775,0.04789279978722334,0.04724799934774637,0.027002661333154904,40,0.08595199882984161,0.2075520008802414,0.09401599988341332,0.08844800293445587,0.026062942401450635,20,0.04825599864125252,0.06921599805355072,0.04977119956165552,0.04873599857091904,0.004466680143473094,20,0.21014399826526642,0.2351360023021698,0.21351520121097564,0.21248000115156174,0.00514966757961414,20.0,0.4644800126552582,0.4673599898815155,0.4658928006887436,0.46569599211215973,0.0008785314790321976,20,0.08681599795818329,0.08816000074148178,0.08758239969611167,0.08766399696469307,0.0004279483086783921,20,0.22188800573349,0.22537599503993988,0.22340959906578065,0.22350399941205978,0.0008815662909694155,20,0.11993599683046341,0.12265600264072418,0.12069759964942932,0.12056000158190727,0.0006636900466251382,20,0.02412799932062626,0.025760000571608543,0.02464799992740154,0.024560000747442245,0.00037123806656522097,20,0.06319999694824219,0.06419199705123901,0.06374560035765171,0.06376000121235847,0.0002740590127596408,20,16,16,2048,10944,102400,True,False,False,3872,1,2048,10944,generic,generic,2816,,CUDA_EVENT,BF16,none
0.013088000006973743,0.03574400022625923,0.01539040005300194,0.015263999812304974,0.003689941042901478,40.0,0.2062399983406067,0.24742400646209717,0.21014080196619034,0.20798400044441223,0.008662146922331878,20.0,0.020287999883294106,0.07321599870920181,0.04674720009788871,0.04660799913108349,0.02607915547686805,40,0.08553600311279297,0.2096319943666458,0.09365119934082031,0.08777599781751633,0.026626059158094115,20,0.047968000173568726,0.07004799693822861,0.04959999956190586,0.04846400022506714,0.0046994802208745225,20,0.20796799659729004,0.23260800540447235,0.21144639998674392,0.21000000089406967,0.005129283404833128,20.0,0.44275200366973877,0.4453440010547638,0.44416960030794145,0.4442239999771118,0.00059239689049474,20,0.08752000331878662,0.08959999680519104,0.08874399922788143,0.08879999816417694,0.0005272594223402115,20,0.21875199675559998,0.22198399901390076,0.22011999934911727,0.22012799978256226,0.0007671923395088689,20,0.11535999923944473,0.11648000031709671,0.11591679938137531,0.115983996540308,0.0003218180366030467,20,0.02287999913096428,0.024064000695943832,0.023312000185251237,0.023360000923275948,0.00026358772075009597,20,0.06268800050020218,0.06377600133419037,0.06326240003108978,0.06321599707007408,0.000317667041607108,20,16,16,2048,10944,102400,True,False,False,3840,1,2048,10944,generic,generic,2816,,CUDA_EVENT,BF16,none
0.013279999606311321,0.03580800071358681,0.015472800005227327,0.015263999812304974,0.0036945520941362438,40.0,0.20454399287700653,0.23747199773788452,0.2079183988273144,0.2064640000462532,0.006872207553364588,20.0,0.020735999569296837,0.06905599683523178,0.044915200443938375,0.044783998280763626,0.023753030386726437,40,0.08588799834251404,0.20748800039291382,0.09343199990689754,0.08734400197863579,0.02617286227079694,20,0.04623999819159508,0.07011199742555618,0.0477567994967103,0.04657600075006485,0.005133455856367111,20,0.20742399990558624,0.238304004073143,0.2113424003124237,0.20951999723911285,0.006367256903261159,20.0,0.4334079921245575,0.43487998843193054,0.4341344028711319,0.4342400133609772,0.00044869662254833857,20,0.08742400258779526,0.08912000060081482,0.08843039982020855,0.08856000006198883,0.0004678425621415234,20,0.213919997215271,0.2168319970369339,0.21518079936504364,0.21518400311470032,0.0006865043456099969,20,0.11523199826478958,0.11683200299739838,0.11579520031809806,0.1157120019197464,0.00035074679847425035,20,0.022752000018954277,0.023744000121951103,0.02305600019171834,0.022975999861955643,0.0003016328495374836,20,0.060736000537872314,0.06169600039720535,0.06123519968241453,0.061184000223875046,0.00025647931928888173,20,16,16,2048,10944,102400,True,False,False,3808,1,2048,10944,generic,generic,2816,,CUDA_EVENT,BF16,none
